temperature,humidity,soil_moisture,aqi_sensor,pump_state
18.69,82.74,DRY,280.45,ON
32.63,77.03,DRY,896.62,ON
49.25,73.85,WET,291.88,ON
41.32,88.78,DRY,388.9,ON
40.51,79.9,DRY,869.44,ON
40.81,88.32,WET,34.87,OFF
38.95,58.66,DRY,583.09,ON
37.76,91.43,WET,344.4,OFF
8.56,55.38,WET,725.29,OFF
46.71,14.1,WET,849.77,OFF
54.15,46.4,WET,28.85,ON
59.7,49.39,DRY,679.45,ON
42.65,34.56,WET,630.75,OFF
55.57,19.8,DRY,386.25,ON
19.88,28.81,DRY,45.0,ON
6.39,80.34,WET,357.58,OFF
23.31,43.1,DRY,888.47,ON
16.07,78.26,WET,408.5,OFF
34.62,21.34,DRY,421.97,ON
34.05,97.7,DRY,114.12,ON
3.85,15.25,DRY,891.81,ON
51.46,76.78,WET,675.34,ON
51.12,51.76,DRY,902.21,ON
17.98,74.71,DRY,772.05,ON
33.86,22.44,DRY,856.87,ON
32.13,90.46,DRY,416.47,ON
3.1,56.7,DRY,324.3,ON
8.42,90.19,WET,355.53,OFF
19.43,58.18,DRY,171.97,ON
8.16,56.52,WET,175.94,OFF
52.1,8.48,DRY,9.52,ON
9.25,36.78,WET,858.49,OFF
46.86,42.34,WET,637.47,OFF
24.61,29.65,DRY,818.19,ON
19.1,21.77,WET,170.86,OFF
15.71,71.16,WET,499.15,OFF
46.7,6.08,WET,289.11,ON
29.78,20.84,DRY,498.09,ON
19.57,33.91,DRY,362.46,ON
33.11,87.94,DRY,47.48,ON
44.89,88.38,DRY,30.27,ON
10.97,44.58,DRY,20.0,ON
29.6,38.87,WET,439.31,OFF
10.72,62.3,WET,773.58,OFF
35.31,74.49,WET,975.93,OFF
51.44,32.79,DRY,442.23,ON
31.87,3.84,DRY,707.94,ON
38.71,88.91,DRY,446.37,ON
25.15,62.63,WET,436.83,OFF
25.69,58.13,DRY,929.36,ON
16.79,21.54,DRY,584.16,ON
17.04,4.95,WET,775.08,ON
37.72,4.49,DRY,183.72,ON
35.99,45.01,WET,107.12,OFF
55.24,14.84,WET,729.76,ON
34.48,16.63,WET,156.43,OFF
56.83,14.86,WET,480.21,ON
10.2,73.75,DRY,779.6,ON
26.76,48.42,WET,703.17,OFF
17.2,44.89,DRY,986.15,ON
55.48,76.71,WET,385.96,ON
9.13,71.63,WET,513.11,OFF
29.75,65.75,DRY,141.46,ON
36.97,5.92,DRY,470.28,ON
7.12,72.07,WET,302.38,OFF
48.24,72.88,WET,830.6,OFF
25.28,21.45,DRY,937.9,ON
32.59,38.47,WET,910.38,OFF
35.22,71.45,DRY,748.15,ON
46.71,11.96,WET,520.55,OFF
6.22,43.31,WET,116.22,OFF
20.7,17.4,DRY,925.07,ON
12.38,13.18,WET,289.17,OFF
13.9,86.67,WET,257.54,OFF
7.16,45.37,DRY,582.69,ON
43.83,1.01,DRY,222.63,ON
29.72,24.77,WET,902.5,OFF
50.84,7.69,DRY,355.85,ON
12.54,75.04,WET,976.56,OFF
40.53,35.42,WET,598.82,OFF
47.05,53.77,WET,176.17,OFF
47.09,21.16,DRY,982.54,ON
44.6,75.77,DRY,354.84,ON
59.29,31.21,WET,29.16,ON
18.7,22.76,WET,537.7,OFF
55.54,19.52,DRY,297.71,ON
52.42,21.97,WET,510.43,ON
30.02,32.55,WET,615.38,OFF
48.36,99.0,WET,874.91,OFF
55.29,7.83,DRY,639.45,ON
28.52,38.48,DRY,890.03,ON
23.65,80.15,DRY,438.51,ON
1.78,17.34,WET,907.82,OFF
9.99,61.8,WET,994.49,OFF
28.5,9.36,WET,213.28,ON
52.27,41.83,WET,936.23,ON
2.6,68.87,WET,525.59,OFF
0.33,26.91,DRY,401.86,ON
28.37,81.66,DRY,217.85,ON
7.78,71.42,DRY,710.89,ON
21.72,14.15,WET,108.18,OFF
21.17,88.83,WET,934.12,OFF
19.62,27.0,WET,417.16,OFF
40.52,90.71,DRY,62.74,ON
50.15,74.55,WET,110.06,ON
46.73,55.5,WET,637.87,OFF
49.2,70.87,WET,121.11,ON
14.17,54.47,DRY,328.85,ON
9.13,43.74,WET,940.26,OFF
1.6,82.18,WET,908.41,OFF
49.46,10.95,DRY,186.9,ON
11.98,71.44,DRY,692.67,ON
31.3,83.56,DRY,734.51,ON
24.64,76.33,WET,697.07,OFF
27.99,52.0,WET,203.48,OFF
25.04,93.79,WET,202.74,OFF
22.79,49.57,WET,102.87,OFF
19.75,12.9,WET,49.45,OFF
11.2,11.35,DRY,533.22,ON
40.47,59.48,DRY,784.47,ON
22.62,17.51,DRY,377.13,ON
29.91,58.5,DRY,658.02,ON
55.54,90.17,DRY,2.74,ON
56.81,98.19,DRY,349.78,ON
1.46,74.01,WET,597.89,OFF
43.21,40.53,WET,871.03,OFF
45.16,30.82,WET,460.25,OFF
47.74,99.73,DRY,442.14,ON
4.6,12.54,WET,283.08,OFF
12.18,83.7,DRY,846.17,ON
25.58,45.43,DRY,447.28,ON
10.7,50.93,WET,656.57,OFF
6.32,76.21,WET,530.0,OFF
56.39,30.1,WET,316.85,ON
45.57,56.85,DRY,537.13,ON
35.42,47.27,WET,637.21,OFF
22.55,28.88,WET,773.89,OFF
33.11,83.5,WET,771.2,OFF
50.9,56.44,DRY,64.25,ON
28.91,66.26,WET,366.87,OFF
39.7,23.25,WET,691.25,OFF
1.92,91.55,WET,115.25,OFF
5.58,74.43,WET,936.27,OFF
1.03,33.13,WET,23.32,OFF
58.41,79.27,DRY,657.75,ON
18.95,44.97,DRY,813.59,ON
59.8,86.22,WET,300.54,ON
6.84,73.86,WET,193.39,OFF
24.08,83.96,DRY,775.69,ON
13.97,16.35,DRY,410.65,ON
37.31,32.83,WET,211.3,OFF
20.49,97.21,WET,962.74,OFF
33.45,76.34,WET,721.66,OFF
17.19,0.58,DRY,201.69,ON
7.67,51.65,WET,844.45,OFF
42.69,16.58,WET,741.08,OFF
40.69,96.76,DRY,783.13,ON
36.53,26.08,DRY,740.43,ON
6.66,73.47,DRY,913.81,ON
44.22,84.88,WET,452.56,OFF
12.68,44.75,DRY,77.65,ON
49.81,28.44,WET,433.47,ON
9.58,23.59,DRY,168.17,ON
59.11,69.8,WET,223.27,ON
19.12,77.51,DRY,733.51,ON
22.66,95.82,DRY,450.77,ON
16.26,42.93,DRY,703.87,ON
55.45,18.9,WET,366.88,ON
6.29,85.47,WET,161.48,OFF
24.23,3.29,WET,399.26,ON
31.82,65.45,WET,513.05,OFF
40.17,36.33,WET,675.63,OFF
1.55,76.41,DRY,855.76,ON
45.47,78.59,WET,154.87,OFF
39.09,18.58,DRY,973.92,ON
11.92,52.64,WET,343.33,OFF
50.49,34.01,DRY,444.85,ON
33.81,38.46,WET,327.36,OFF
37.9,55.94,DRY,556.24,ON
32.36,27.1,DRY,705.22,ON
26.88,40.82,DRY,89.88,ON
27.75,18.95,WET,859.32,OFF
50.46,9.41,WET,131.76,ON
43.29,83.71,WET,232.07,OFF
11.25,4.02,WET,274.73,ON
38.04,8.92,WET,4.91,ON
4.11,61.91,DRY,866.31,ON
31.35,65.86,DRY,507.12,ON
36.74,1.62,DRY,748.97,ON
17.39,82.68,WET,630.62,OFF
10.19,55.6,DRY,366.11,ON
6.61,55.93,WET,339.36,OFF
29.35,81.67,DRY,936.11,ON
14.87,74.87,WET,396.39,OFF
51.21,93.69,WET,494.97,ON
7.69,86.8,DRY,115.02,ON
30.31,5.14,DRY,107.67,ON
48.99,82.72,DRY,62.14,ON
14.48,13.86,WET,503.84,OFF
52.43,0.29,DRY,631.97,ON
29.83,68.94,DRY,72.13,ON
14.45,51.55,DRY,992.64,ON
6.87,87.16,WET,39.07,OFF
23.21,31.25,WET,495.84,OFF
21.73,56.02,WET,349.71,OFF
51.87,18.26,DRY,685.04,ON
57.15,57.87,DRY,919.61,ON
11.02,81.27,DRY,524.61,ON
45.39,21.87,WET,747.87,OFF
52.7,37.3,DRY,46.95,ON
9.54,71.1,WET,164.82,OFF
8.83,96.03,WET,411.85,OFF
43.76,17.88,WET,475.26,OFF
9.77,89.94,DRY,791.55,ON
35.94,41.04,WET,360.08,OFF
56.73,58.41,DRY,719.84,ON
44.63,98.85,WET,412.32,OFF
18.59,20.82,DRY,244.87,ON
2.18,15.72,WET,852.98,OFF
34.4,56.72,DRY,224.34,ON
24.77,46.34,DRY,637.63,ON
19.32,56.16,WET,244.91,OFF
48.75,23.74,DRY,432.53,ON
50.05,86.23,WET,809.81,ON
53.9,17.03,WET,624.55,ON
34.89,49.63,WET,403.94,OFF
14.34,55.66,DRY,269.13,ON
19.13,29.26,DRY,188.9,ON
44.46,33.48,WET,310.94,OFF
52.18,91.15,WET,902.77,ON
40.2,51.61,DRY,157.73,ON
57.94,51.19,WET,42.8,ON
36.32,82.57,WET,894.47,OFF
41.0,20.9,WET,933.74,OFF
0.77,31.36,DRY,168.27,ON
50.75,38.42,WET,754.35,ON
28.75,5.75,WET,529.16,ON
33.23,18.97,DRY,607.76,ON
45.69,73.83,WET,286.04,OFF
2.03,58.68,WET,682.73,OFF
33.0,1.37,DRY,294.49,ON
8.96,40.82,WET,448.92,OFF
22.99,75.65,WET,231.99,OFF
9.05,34.04,WET,429.62,OFF
2.47,11.83,WET,634.25,OFF
22.98,28.96,DRY,518.87,ON
21.25,84.2,DRY,646.28,ON
29.86,52.04,WET,431.95,OFF
45.79,73.65,WET,134.29,OFF
12.86,32.52,WET,797.75,OFF
21.57,78.15,WET,305.95,OFF
49.81,54.22,DRY,938.76,ON
16.09,20.83,DRY,540.12,ON
0.09,62.83,DRY,310.76,ON
20.99,78.64,WET,470.12,OFF
33.03,89.17,DRY,998.56,ON
26.25,8.87,DRY,885.48,ON
58.37,29.55,WET,920.75,ON
36.73,43.81,WET,238.44,OFF
4.89,88.83,WET,498.31,OFF
45.87,61.53,WET,532.16,OFF
29.78,25.31,DRY,238.93,ON
8.88,72.01,DRY,224.25,ON
53.83,63.16,DRY,975.32,ON
4.39,77.74,WET,213.74,OFF
48.15,68.23,WET,900.9,OFF
28.57,33.1,DRY,856.83,ON
24.65,12.75,WET,190.8,OFF
20.42,33.16,DRY,257.52,ON
29.27,67.53,DRY,821.27,ON
38.79,86.07,DRY,94.64,ON
59.02,99.15,DRY,834.25,ON
35.38,39.64,WET,24.65,OFF
49.4,92.79,WET,498.12,ON
53.98,46.82,WET,654.91,ON
32.24,80.24,WET,454.01,OFF
42.74,50.15,WET,558.56,OFF
37.81,61.3,WET,114.47,OFF
10.49,41.64,DRY,563.49,ON
34.71,43.61,WET,280.05,OFF
4.73,91.44,WET,324.64,OFF
45.13,14.22,WET,575.58,OFF
56.01,81.51,WET,38.94,ON
16.38,81.05,WET,299.02,OFF
47.15,24.82,WET,633.43,OFF
39.86,55.8,WET,413.34,OFF
10.6,26.61,DRY,488.34,ON
15.84,99.33,DRY,489.73,ON
38.1,13.38,DRY,961.46,ON
8.31,16.0,WET,304.74,OFF
9.33,55.53,WET,501.95,OFF
8.96,8.79,WET,996.91,ON
2.63,35.77,WET,559.58,OFF
38.75,54.32,DRY,647.27,ON
38.56,0.74,WET,24.2,ON
37.77,76.97,DRY,575.76,ON
45.88,96.92,DRY,462.97,ON
15.08,85.34,DRY,106.12,ON
55.23,73.15,DRY,741.79,ON
43.96,38.41,DRY,494.47,ON
13.86,56.74,DRY,842.23,ON
14.03,43.09,DRY,871.51,ON
26.32,45.55,DRY,677.47,ON
34.38,41.06,WET,736.05,OFF
31.31,82.76,WET,332.1,OFF
6.77,52.68,WET,178.37,OFF
27.93,19.02,WET,643.43,OFF
7.19,82.21,DRY,86.92,ON
26.87,12.78,WET,743.23,OFF
9.26,40.3,WET,651.97,OFF
55.24,86.52,WET,393.89,ON
48.8,58.74,DRY,619.87,ON
40.07,37.22,WET,451.48,OFF
10.26,11.03,DRY,971.89,ON
57.49,64.93,WET,905.05,ON
25.67,21.04,DRY,188.61,ON
33.49,34.19,WET,704.16,OFF
5.96,75.41,DRY,753.17,ON
45.57,10.17,WET,542.45,OFF
53.15,69.1,WET,443.37,ON
47.84,71.3,DRY,821.94,ON
46.82,45.94,WET,99.2,OFF
5.02,1.12,DRY,228.27,ON
34.23,47.77,DRY,751.23,ON
16.79,94.93,WET,655.6,OFF
39.44,0.04,WET,645.9,ON
55.56,88.73,DRY,879.78,ON
16.16,97.65,DRY,223.14,ON
54.26,2.78,DRY,613.15,ON
33.75,1.01,WET,736.24,ON
46.44,11.61,DRY,260.25,ON
30.92,90.23,WET,112.34,OFF
20.46,85.19,DRY,990.14,ON
2.4,1.76,WET,395.77,ON
27.65,37.7,WET,519.48,OFF
4.39,87.05,WET,614.5,OFF
56.6,95.84,DRY,119.8,ON
24.38,62.09,WET,686.48,OFF
39.16,57.24,WET,160.95,OFF
46.56,99.71,WET,661.44,OFF
36.98,68.7,WET,45.14,OFF
53.63,36.78,WET,493.38,ON
34.22,39.27,DRY,68.63,ON
59.51,74.01,DRY,988.51,ON
35.57,29.17,WET,374.35,OFF
14.3,69.6,WET,43.21,OFF
43.02,70.66,DRY,875.41,ON
10.11,49.42,DRY,730.98,ON
31.37,53.44,DRY,961.68,ON
43.17,53.59,WET,836.91,OFF
32.4,6.8,WET,439.65,ON
34.45,20.37,DRY,33.37,ON
7.34,88.48,WET,88.25,OFF
4.85,96.22,WET,480.69,OFF
50.14,36.09,DRY,631.68,ON
49.95,91.62,WET,470.83,ON
9.35,55.5,DRY,242.13,ON
23.71,27.72,DRY,283.01,ON
39.56,72.01,WET,626.7,OFF
56.35,72.51,DRY,893.3,ON
10.51,65.95,DRY,116.32,ON
21.13,63.71,WET,390.64,OFF
50.51,8.71,DRY,534.97,ON
46.8,60.72,DRY,70.43,ON
18.26,30.9,DRY,408.41,ON
42.12,62.81,WET,286.16,OFF
29.36,93.87,DRY,306.93,ON
15.24,37.56,DRY,400.22,ON
59.47,36.26,WET,506.08,ON
55.39,64.12,WET,507.24,ON
25.85,52.54,DRY,375.7,ON
58.45,43.87,WET,211.28,ON
48.4,31.25,DRY,171.54,ON
0.12,89.05,WET,386.91,OFF
30.84,22.83,DRY,993.84,ON
33.86,47.49,WET,904.9,OFF
9.76,51.5,WET,104.41,OFF
51.72,69.09,WET,758.46,ON
0.67,63.47,DRY,77.52,ON
22.54,15.84,WET,818.49,OFF
34.6,47.31,WET,925.51,OFF
53.65,51.3,WET,83.7,ON
6.87,42.25,WET,258.21,OFF
11.72,93.36,DRY,622.82,ON
16.2,2.47,WET,866.86,ON
54.75,35.11,DRY,439.91,ON
27.86,94.53,DRY,64.56,ON
55.29,67.4,DRY,314.31,ON
26.11,88.07,DRY,849.2,ON
36.4,31.39,WET,703.91,OFF
25.63,20.69,DRY,540.63,ON
24.38,4.12,DRY,82.69,ON
26.93,78.65,WET,853.13,OFF
25.53,85.04,WET,428.74,OFF
28.63,99.07,WET,805.94,OFF
26.35,56.74,WET,943.51,OFF
0.44,10.41,WET,124.77,OFF
47.47,23.44,WET,402.75,OFF
13.03,55.46,DRY,489.28,ON
21.81,14.4,WET,701.86,OFF
36.93,36.57,WET,595.46,OFF
42.69,80.05,DRY,804.24,ON
42.42,93.54,DRY,829.67,ON
53.61,14.46,WET,81.06,ON
17.77,61.97,DRY,87.25,ON
21.01,25.95,DRY,18.36,ON
3.81,28.29,WET,908.1,OFF
54.89,93.67,DRY,298.26,ON
34.56,97.45,WET,129.47,OFF
54.24,19.68,DRY,478.75,ON
1.15,30.34,WET,566.85,OFF
4.93,31.62,DRY,161.39,ON
22.41,21.23,DRY,930.09,ON
53.06,91.32,WET,435.34,ON
15.52,56.87,DRY,478.18,ON
25.72,23.93,DRY,116.54,ON
42.43,64.28,WET,957.08,OFF
26.53,29.88,WET,904.41,OFF
45.63,61.81,WET,857.85,OFF
18.69,24.13,WET,447.73,OFF
39.81,47.81,WET,856.48,OFF
13.5,88.58,WET,130.52,OFF
44.02,16.65,WET,253.0,OFF
19.61,51.78,DRY,816.1,ON
17.69,80.32,WET,484.48,OFF
47.7,90.95,WET,784.49,OFF
12.79,59.65,DRY,613.98,ON
52.96,83.18,WET,255.77,ON
53.75,46.81,DRY,848.38,ON
50.66,49.25,DRY,336.96,ON
21.18,94.63,WET,3.71,OFF
46.27,98.54,DRY,617.03,ON
57.82,84.69,DRY,839.06,ON
25.24,0.59,WET,989.46,ON
9.05,95.39,WET,92.23,OFF
51.64,18.72,WET,126.4,ON
18.99,33.6,WET,767.98,OFF
57.48,79.8,WET,719.32,ON
28.23,59.8,DRY,422.23,ON
15.29,11.63,WET,448.23,OFF
47.77,90.97,WET,230.84,OFF
45.79,71.16,WET,334.91,OFF
29.53,91.05,WET,669.0,OFF
46.04,1.84,DRY,236.23,ON
48.87,43.19,WET,460.57,OFF
26.39,86.41,WET,7.19,OFF
45.72,30.56,DRY,589.1,ON
52.49,37.61,WET,486.87,ON
16.14,79.03,WET,796.22,OFF
29.04,36.74,DRY,18.97,ON
31.24,45.39,WET,685.27,OFF
53.96,2.62,WET,799.59,ON
5.57,72.92,DRY,908.03,ON
55.96,27.49,WET,119.43,ON
0.7,89.49,DRY,824.64,ON
41.51,12.44,WET,655.09,OFF
33.5,59.81,DRY,391.09,ON
20.54,50.43,DRY,623.96,ON
5.77,27.52,DRY,123.01,ON
47.91,12.36,WET,307.61,OFF
5.36,44.22,DRY,667.6,ON
31.14,59.96,DRY,832.73,ON
37.86,78.86,DRY,935.8,ON
2.33,73.13,WET,169.25,OFF
30.49,92.95,DRY,610.11,ON
48.63,4.25,DRY,478.79,ON
31.37,78.01,DRY,758.32,ON
21.32,13.24,DRY,644.75,ON
8.91,68.77,DRY,954.84,ON
39.7,76.6,WET,195.74,OFF
15.56,67.08,DRY,377.09,ON
58.18,40.35,DRY,491.27,ON
49.51,29.66,WET,633.69,ON
24.33,77.83,WET,443.22,OFF
24.39,36.47,DRY,532.74,ON
33.41,27.45,WET,120.67,OFF
54.39,49.9,WET,669.88,ON
15.13,16.49,WET,328.62,OFF
55.74,44.56,WET,636.21,ON
34.88,54.72,WET,436.4,OFF
42.19,15.85,DRY,394.35,ON
31.49,30.51,WET,162.65,OFF
38.98,77.56,DRY,900.62,ON
48.92,14.67,WET,32.95,OFF
8.04,41.78,WET,538.11,OFF
44.26,37.24,DRY,742.5,ON
21.87,69.44,DRY,868.89,ON
12.08,43.98,WET,528.66,OFF
31.64,45.63,DRY,250.98,ON
26.71,70.55,WET,451.67,OFF
45.76,5.47,DRY,977.7,ON
55.14,48.03,DRY,312.53,ON
17.87,40.89,WET,655.39,OFF
33.57,99.06,DRY,585.01,ON
35.21,93.56,WET,21.5,OFF
15.41,61.37,DRY,265.27,ON
33.41,48.72,WET,371.89,OFF
53.51,53.97,WET,600.25,ON
6.41,38.35,WET,264.92,OFF
26.23,33.09,DRY,782.12,ON
12.53,43.6,DRY,36.02,ON
43.41,40.97,DRY,347.22,ON
22.56,18.47,WET,741.12,OFF
4.38,19.94,DRY,420.88,ON
23.05,93.11,WET,201.57,OFF
20.47,38.29,WET,945.76,OFF
11.37,41.89,DRY,521.18,ON
52.21,22.45,DRY,382.14,ON
57.83,64.89,WET,144.92,ON
14.11,91.13,DRY,567.73,ON
47.04,89.2,WET,472.73,OFF
14.15,75.8,DRY,435.28,ON
13.49,1.79,WET,871.72,ON
15.9,27.02,WET,954.25,OFF
21.3,11.02,WET,516.19,OFF
6.45,13.31,WET,483.32,OFF
13.02,7.01,DRY,961.99,ON
22.83,22.49,DRY,406.11,ON
51.92,84.12,DRY,553.3,ON
24.92,30.35,DRY,130.49,ON
38.96,8.92,WET,996.46,ON
49.69,75.12,WET,140.56,ON
42.73,68.43,DRY,865.33,ON
6.63,90.56,WET,685.02,OFF
52.83,12.02,WET,193.31,ON
48.09,25.06,DRY,315.18,ON
16.95,28.42,DRY,224.29,ON
59.08,44.46,DRY,434.33,ON
29.83,78.44,WET,255.02,OFF
10.55,35.48,DRY,917.03,ON
26.05,97.43,WET,228.34,OFF
38.01,84.48,WET,354.71,OFF
32.76,8.9,WET,296.22,ON
48.57,44.92,DRY,427.74,ON
57.03,88.27,WET,785.37,ON
1.34,80.92,WET,894.73,OFF
56.11,94.39,DRY,170.9,ON
5.61,70.06,WET,981.37,OFF
46.4,64.95,WET,928.61,OFF
12.58,71.14,WET,294.8,OFF
20.82,80.66,DRY,445.02,ON
49.96,67.72,DRY,707.65,ON
31.47,63.47,WET,440.02,OFF
36.71,64.42,WET,580.46,OFF
52.73,90.33,WET,525.07,ON
59.71,3.55,DRY,914.37,ON
1.89,48.85,WET,136.66,OFF
6.11,76.61,DRY,566.78,ON
3.06,32.18,WET,475.79,OFF
18.03,51.32,DRY,858.8,ON
37.99,83.43,WET,218.44,OFF
8.29,45.65,WET,842.69,OFF
59.69,88.98,DRY,255.78,ON
6.38,50.02,WET,998.99,OFF
13.71,71.08,WET,47.16,OFF
12.47,55.6,WET,500.66,OFF
30.95,72.49,WET,660.65,OFF
48.95,89.62,DRY,110.54,ON
20.52,46.6,WET,722.27,OFF
12.46,83.69,DRY,374.9,ON
18.17,35.41,WET,830.2,OFF
18.69,94.66,DRY,63.26,ON
42.51,15.55,DRY,849.85,ON
46.94,42.63,DRY,798.57,ON
4.87,91.22,WET,818.31,OFF
18.14,15.33,DRY,541.85,ON
50.19,39.2,DRY,369.18,ON
49.16,56.08,WET,425.85,ON
51.06,62.01,DRY,179.67,ON
28.29,65.38,DRY,357.15,ON
43.46,99.29,DRY,974.78,ON
40.71,30.65,DRY,218.58,ON
44.16,83.04,WET,412.28,OFF
57.59,40.9,WET,655.56,ON
28.24,83.74,WET,916.62,OFF
28.51,30.87,DRY,660.06,ON
53.65,37.6,WET,628.28,ON
47.99,96.45,WET,11.18,OFF
31.86,36.18,DRY,413.83,ON
51.37,40.29,WET,737.38,ON
47.63,29.27,DRY,181.91,ON
46.5,46.97,WET,259.99,OFF
36.11,89.55,WET,105.44,OFF
33.18,52.3,WET,877.92,OFF
12.74,31.18,DRY,866.7,ON
32.23,90.41,WET,497.0,OFF
26.09,99.35,WET,402.18,OFF
56.93,96.32,WET,578.79,ON
59.9,25.73,DRY,884.05,ON
7.95,73.88,DRY,723.28,ON
27.87,31.02,WET,130.63,OFF
20.08,16.39,WET,79.8,OFF
13.16,32.92,DRY,878.14,ON
43.0,8.6,WET,423.08,ON
6.74,54.02,DRY,827.51,ON
42.78,7.71,WET,360.77,ON
11.38,84.79,WET,455.4,OFF
19.33,19.58,DRY,986.63,ON
36.82,0.93,DRY,839.07,ON
6.26,98.91,WET,612.07,OFF
2.89,55.34,WET,629.21,OFF
42.75,44.31,DRY,587.7,ON
49.85,35.9,WET,643.45,ON
10.87,40.24,DRY,635.81,ON
8.95,41.52,DRY,433.75,ON
40.13,0.08,DRY,234.07,ON
15.51,49.0,DRY,973.92,ON
40.51,3.95,DRY,359.0,ON
21.47,67.51,WET,64.74,OFF
59.18,7.27,WET,632.63,ON
29.14,91.7,DRY,746.63,ON
29.36,64.18,WET,816.3,OFF
52.53,78.5,DRY,390.91,ON
56.38,50.58,DRY,575.98,ON
0.48,94.27,WET,426.31,OFF
4.83,2.31,DRY,739.83,ON
45.69,9.5,DRY,260.72,ON
39.04,10.03,DRY,95.2,ON
52.2,97.21,DRY,378.44,ON
56.15,16.2,WET,302.04,ON
55.08,87.79,WET,849.14,ON
32.89,35.27,DRY,251.76,ON
40.05,32.26,DRY,228.86,ON
35.59,61.5,WET,545.61,OFF
2.46,83.35,WET,615.26,OFF
37.7,64.51,WET,129.65,OFF
49.14,10.43,WET,400.68,ON
14.03,10.72,WET,583.23,OFF
26.69,12.04,WET,326.79,OFF
1.32,29.23,WET,816.19,OFF
17.14,74.98,WET,936.42,OFF
23.24,84.76,WET,57.37,OFF
3.34,19.76,DRY,403.13,ON
2.41,68.95,WET,789.03,OFF
44.97,34.26,WET,401.61,OFF
28.78,83.27,DRY,613.12,ON
24.02,60.66,DRY,486.02,ON
52.98,52.44,WET,974.98,ON
40.18,14.58,DRY,357.9,ON
59.1,44.03,WET,252.05,ON
30.9,16.0,DRY,584.16,ON
48.56,35.83,DRY,649.08,ON
4.54,91.49,WET,924.83,OFF
20.74,59.11,WET,881.22,OFF
24.94,12.3,DRY,680.37,ON
56.07,64.24,DRY,827.42,ON
33.47,63.22,WET,88.0,OFF
12.98,60.38,DRY,81.63,ON
59.68,56.68,WET,624.01,ON
58.79,69.54,WET,45.0,ON
7.66,76.42,WET,696.64,OFF
5.44,0.7,WET,411.36,ON
55.01,34.11,WET,566.67,ON
31.3,91.02,DRY,906.54,ON
27.57,96.65,WET,802.54,OFF
3.51,72.55,DRY,424.62,ON
24.34,57.8,WET,730.29,OFF
5.49,54.97,WET,672.95,OFF
23.52,12.24,DRY,931.45,ON
28.41,58.89,WET,797.21,OFF
54.79,63.91,WET,396.64,ON
16.94,44.46,WET,899.17,OFF
5.12,74.07,DRY,810.29,ON
42.32,51.81,WET,264.39,OFF
50.31,17.09,DRY,338.23,ON
39.44,37.89,WET,363.76,OFF
30.56,11.07,DRY,225.04,ON
56.43,46.85,DRY,271.18,ON
47.93,9.78,WET,793.26,ON
25.55,42.66,WET,29.23,OFF
53.05,72.62,DRY,755.25,ON
22.98,45.15,WET,225.84,OFF
30.07,33.68,DRY,78.62,ON
53.91,37.18,DRY,147.8,ON
13.41,70.41,DRY,210.0,ON
49.4,13.52,DRY,483.08,ON
17.49,14.17,DRY,320.36,ON
11.6,50.46,WET,437.46,OFF
55.92,86.77,WET,73.31,ON
2.96,46.04,WET,598.98,OFF
39.44,39.48,DRY,671.87,ON
24.13,8.66,WET,485.54,ON
13.49,52.28,DRY,981.09,ON
55.71,57.11,WET,127.66,ON
43.2,95.69,DRY,711.84,ON
6.96,45.92,DRY,150.88,ON
10.17,44.45,DRY,192.33,ON
22.53,95.6,WET,777.23,OFF
38.82,71.33,WET,974.05,OFF
28.71,41.57,DRY,604.6,ON
18.13,6.91,WET,187.31,ON
40.55,43.79,DRY,831.39,ON
31.67,26.58,DRY,158.23,ON
8.24,11.42,WET,399.93,OFF
55.59,21.49,WET,440.32,ON
41.88,68.59,WET,287.0,OFF
2.84,89.57,WET,861.02,OFF
7.92,69.57,WET,57.91,OFF
2.0,8.93,WET,263.98,ON
13.04,78.01,WET,978.79,OFF
18.06,8.89,DRY,794.6,ON
16.53,91.23,WET,336.06,OFF
33.56,16.36,WET,910.5,OFF
5.62,48.1,WET,152.38,OFF
19.77,19.67,DRY,99.78,ON
29.13,21.86,WET,610.84,OFF
4.84,19.72,WET,299.26,OFF
16.22,82.12,WET,826.1,OFF
0.35,35.57,WET,288.13,OFF
42.07,61.85,WET,529.65,OFF
10.54,0.18,WET,702.56,ON
32.85,78.11,WET,505.12,OFF
23.76,58.82,DRY,974.77,ON
43.21,31.66,WET,574.85,OFF
57.38,32.7,WET,930.65,ON
52.68,18.72,WET,789.52,ON
24.85,48.89,DRY,218.7,ON
23.44,6.82,DRY,825.65,ON
26.74,29.24,WET,18.96,OFF
52.8,53.42,WET,711.64,ON
20.8,46.72,DRY,26.69,ON
42.13,58.44,DRY,600.71,ON
2.47,1.6,DRY,238.53,ON
34.24,32.33,DRY,788.53,ON
48.99,3.86,DRY,788.22,ON
11.82,45.79,DRY,219.03,ON
26.63,54.19,WET,422.06,OFF
21.41,13.38,WET,954.91,OFF
41.91,88.86,DRY,815.79,ON
10.52,35.95,DRY,556.88,ON
36.02,36.3,WET,827.77,OFF
0.34,81.79,WET,17.59,OFF
41.08,11.58,DRY,207.9,ON
58.43,61.31,WET,979.15,ON
16.02,1.24,DRY,648.72,ON
48.91,38.96,WET,433.5,OFF
14.03,50.14,DRY,711.81,ON
13.9,59.63,DRY,653.27,ON
52.85,35.96,WET,942.46,ON
13.31,65.3,DRY,179.52,ON
